ASIN,Date,User ID,MP,product_type,item_classification,brand,occasion,item_type_name,department,color,size,item_name,TRP 1,Comments,seller_data
B07JH9SGJL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Aspire,,,,"standardized_values:White, value:White",One Size,"Aspire 6-Pack 12oz Heavy Duty Canvas Storage Bags, White Cosmetic Bag, 9.5 x 5.5 x 3 Inch",,,
B099FGNNXQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,N\\A,,Billfold,Unisex,Red and Black,17*12*3.6,2 Pcs Keyring Lip Balm Pouch Travel Daily Accessories Lipstick Holder Keychain for Storing Lipstick and Hanging Keys,,,
B08P9Q6479,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,yiwoo,Travel,Travel Accessory- Cosmetic Bag,unisex_adult,1/Black 1/Red,,"yiwoo 2 x Cosmetic Bag, Mouse Ear Bag with Zip, Cartoon Leather Travel Make-up Handbag with Ears and Bow-Knot, Cute Portable Cosmetic Bag, Toiletry Pouch for Women, Teen Girls, Kids (as Shown).",,,
B094HCMTPS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,N\\C,,,,"standardized_values:Beige, value:Beige",9.8*7in,"easycozy Best Sister Ever Makeup Bag, Fun Cute Colorful Cosmetic Bag Travel Make Up Pouch, for Sister Friend Friendship Birthday Gift",,,
B08KG7K8Y1,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,L'Oreal,,,,"standardized_values:Brown, value:Dark Brown",38.5 x 6.2 x 9 cm,L'Or��al Professionnel Steampod 3.0 Vanity Case - Limited Edition x Karl Lagerfeld,,,
B09R91896C,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,YWQCASEYWQ,,,,"standardized_values:Black, value:Black & White",,"Makeup Storage Box Vanity Box Cosmetic Luggage Case Makeup Orgaiser Storage Box Cosmetic Storage Box Professional Beauty Travel Case with Mirror and Brushes Holder, Lockable with Keys, Black & White",,,
B07NSKM368,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Kukuxumusu,Travel,Travel Accessory- Cosmetics Case,womens,"standardized_values:Pink, value:Pink (Fucsia)",34 centimeters,"Kukuxumusu Kioskuxumusu Girls Beauty Case, 34 cm, 15 liters, Pink (Fucsia)",,,
B091YBYYMW,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Menzs,,,,"standardized_values:Black, value:Black",40*29*14 Multiple accessories,Large Makeup Train Case with Mirror 3 Layers Makeup Bag Professional Travel Cosmetic Bag Removable Dividers Shoulder and Strap Jewelry Digital Accessories 40 x 29 x 14,,,
B01IBW3IGG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LaRoc,,,,"standardized_values:Black, value:Black",1 Count (Pack of 1),LaRoc �� Cosmetic Makeup Toiletry Clear PVC Travel Wash Bag Holder Pouch Set Kit,,,
B092L9NBK7,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Relavel,,Travel Accessory- Cosmetic Bag,womens,"standardized_values:Black, value:Black Leather",XL,"Relavel Extra Large Makeup Case Travel Makeup Train Case Professional Makeup Artist Bag Portable Nail Organizer Box Art Supply Case with Adjustable Dividers and Shoulder Straps, black leather, XL, Extra Large",,,
B07TYHTWSJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ALAZA,Travel,,,"standardized_values:Blue, value:Colour 011",23x17x16cm,"Makeup Bag, Funny Octopus Print Cosmetic Toiletry Storage Organiser Case Large Travel Handle Personalised Pouch with Compartments for Teenage Girls Women Lady",,,
B09FW646M6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Wrendale Designs by Hannah Dale,,,,"standardized_values:Pink, value:Pink",Medium Cosmetic Bag,Wrendale Designs - 'Piggy in The Middle' Medium Cosmetic Bag,,,
B09V46T6RS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,10 & Fabulous Bag,,10 Year Old Girl Birthday Gift 10 & Fabulous Pencil Zipper Pouch Daughter 10th Birthday Gift Travel Toiletry Bag (10 & Fabulous Bag),,,
B0937N2922,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,N\\A,"Business, Travel",,,"standardized_values:Green, value:Green",M-Large,Make up Bag Fashion Travel Cosmetic Bags Toiletries Organizer Storage Bag Brush Pouch Toiletry Wash Bag Portable Make Up Case Pouch for Women Girls,,,
B07DKL8LV6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Kipling,,Coin Purse,Women's,"standardized_values:Blue, value:Blue (Active Blue Bl)",28x21.5x1 cm,"Kipling Iaka L Wristlet, Women���s Coin Purse (Pack of 3), Blue (Active Bl), 28x21.5x1 cm",,,
B075YRKDN1,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Luxspire,Travel,,,"standardized_values:Black, value:Black",Small (Pack of 1),"Luxspire Makeup Cosmetic Storage Case, Professional Make up Train Case Cosmetic Box Portable Travel Artist Storage Bag Brushes Bag Toiletry Organizer Tool with Adjustable Dividers, Black",,,
B08W3DSPMJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,NISHEL,Travel,Travel Accessory- Cosmetic Bag,womens,"standardized_values:Pink, value:Pink",,"NISHEL Hanging Travel Toiletry Bag, Visible Makeup Organizer, Makeup Case for Travel Accessories, Bathroom Shower, Pink",,,
B079T6GKFR,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Adar Uniforms,,Medical Scrubs,Women's,"standardized_values:Purple, value:Lavender",S,Adar Pro Breakthrough Plus Scrub Set for Women - Enhanced V-Neck Top & Multi Pocket Pants - 4400 - Lavender - S,,,
B08HJ1QPLG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,VEVOR,,,,"standardized_values:Black, value:Black",,VEVOR 2 in 1 Makeup Case Train Box Cosmetic Organizer Rolling Luggage Trolley Bag Black Professional Makeup Case Organizer Beauty Case on Wheels,,,
B078ZXL4RS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,bagINBAG,,Travel Accessory- Cosmetic Bag,womens,"standardized_values:Black, value:Black",1 Count (Pack of 1),bagINBAG Multifunction Dual Compartment Portable Waterproof Cosmetic Bag Travel Makeup Case With Handle -Two Storage Compartments Space Fits ALL Your Makeup and Lipstick Train Case for Womens,,,
B076X23549,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ZEJIA,,,,"standardized_values:Pink, value:Pink",50 Count (Pack of 1),ZEJIA 5 Gram Cosmetic Sample Containers with Lids 50pcs Empty Small Makeup Jars Plastic BPA Free(Pink),,,
B09311VK8C,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TSOTMO,,,,"standardized_values:off-white, value:Off White",M,Warning I May Randomoly Break Out in Show Tunes Cosmetic Bag Theatre Novelty Makeup Bag Broadway Musical Theater Gift (U.Show),,,
B07JWHF7Y5,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Treat Me Suite,,,Women's,"standardized_values:Rose Gold Glitter, value:Rose Gold Glitter",Natural Colour Bag,"Treat Me Suite Personalised Name Make up Accessory Wash Bag in Black or Natural Colour. Metallic or Glitter Print Presents Birthdays (Natural Colour Bag, Rose Gold Glitter)",,,
B07Y1YMMCR,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Narwey,,,,"standardized_values:Pink, value:Pink",,Large Makeup Bag Pouch Travel Cosmetic Organizer for Women and Girls (Pink),,,
B08X3HHZ2G,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JTOUK,,,,"standardized_values:Beige, value:Hamilton Lyrics Bag Eu",M,Novelty Hamilton Musical Gift My Thoughts Have Been Replaced by Hamilton Lyrics Talk Less Smile More Cosmetic Bag (Hamilton Lyrics Bag EU),,,
B081PM8YQ7,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Narwey,Travel,,,"standardized_values:Grey, value:Dark Grey",L,Large Vegan Leather Makeup Bag Zipper Pouch Travel Cosmetic Organizer for Women and Girls (Dark Grey),,,
B08P18VV4Q,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Charmoly,,,,"standardized_values:White, value:White",26*20*0.6 cm (Pack of 1),Aunt Gifts Best Aunt Ever Gifts Auntie gifts from Niece for Christmas Birthday Retirement Aunt Gifts from Nephew Makeup Bag,,,
B08541JFG7,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,PB PUDINBAG,,Cosmetic Bag,Women's,"standardized_values:Turquoise, value:Teal",S,Pudinbag Small Makeup Cosmetic Pouch Bag for Women Purse | Red | Silicone Waterproof Vegan | Gift for Teenage Girls (Teal),,,
B09GYQRHV5,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Ted Baker,,,Women,"standardized_values:Black, value:Light Pink",One Size,Ted Baker Holleey Bow Detail Make Up Brush Pencil Case Pouch Bag in Black,,,
B09BDV4JH3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BAFASO,,,,"standardized_values:Black, value:Black",,"BAFASO Large Makeup Bag Cosmetic Bag with Removable Dividers, Travel Makeup Case Holds Cosmetics, Black",,,
B096FLSYQF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Bamboopack,,,Unisex,"standardized_values:White, value:White",250ml,250ML White Plastic Cosmetic Jars Slime Jars Storage Containers Pots with Screw on Lids and White Liners for Creams Lotions and Body Scrub- 3 Pack,,,
B0794ZGMF3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ALAZA,,,Girls,"standardized_values:Black, value:Skulls 006",23x17x16cm,"Makeup Bag, Sugar Skull Floral Print Cosmetic��Toiletry Storage Large Travel Handle Personalised Pouch with Compartments for Teenage Girl Women Lady Green",,,
B07SQ1NS6K,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,B-Creative,"Business, Travel",,,"standardized_values:Transparent, value:Transparent",Regular,6X Airport Security Liquid Bags Compliant Toiletry Bags for Hand Luggage Liquids,,,
B09YH8TPQ9,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ACOPTON,,,,"standardized_values:Grey, value:Gray",,Travel Makeup Bag Organizer Large Cosmetic Bags for Women Zipper Pouch Travel Accessories Portable Waterproof Toiletry Bag with Hanging Hook (Gray),,,
B09VYB6RSG,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Nanshy,,Travel Accessory- Cosmetics Case,Unisex,"standardized_values:Black, value:Black",,Nanshy Travel Makeup Case with Mirror & Zipper - Professional Large Cosmetics Nails Hair Organiser Vanity Box Bag (Luggage Compatible),,,
B09YM4K2BX,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LZGS Go Swing Bands,,,,"standardized_values:Blue, value:Blue",,"Toiletry Bags for Women Hanging Toiletry Bag Portable Large Capacity Make Up Bag,for Travel Business Vacation(Blue)",,,
B09NK35MG8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,Travel,,,Pink+black,,"ZJstyle 2 in 1 Makeup Bags, Waterproof Toiletry Bags PVC Wash Bags Zippered Travel Bag Cosmetic Storage Bags Portable Carry Pouch Organiser Case for Travel, Bathroom and Organizing (Pink+Black)",,,
B07SRFQQNX,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,KreativeKraft,,,,"standardized_values:Pink, value:Pink",PInk,"KreativeKraft Heart Make Up Compact Case For Girls | Kids MakeUp Sets | 20 Pieces Makeup Palette In A Fun Heart Shaped Storage Box, Cosmetics Make up Children Beauty Set",,,
B09FJR2J9K,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,Womens,"standardized_values:Beige, value:Beige",,PXTIDY Cute Penguin Makeup Bag Penguin Lover Gift Just A Girl Loves Penguins Zipper Cosmetic Bag Penguins Gift for Family Friends Animal Lover Gift,,,
B07X7XMS62,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Oypla,,,,"standardized_values:Blue, value:Blue",,Oypla Blue Flower Patterned Cosmetic Make-Up Travel Bag Pouch Luggage Organiser,,,
B09RSNWN7M,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Cath Kidston London,,,,Grey Blue,M,"Cath Kidston London Painted Bluebell Cosmetic Wash Toiletry Bag in Warm Cream Oilcloth,Grey Blue, M",,,
B07B8YQHRF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,MonTr��e,Travel,,,"standardized_values:Purple, value:Purple",L,"MonTr��e 7L Waterproof Travel Toiletry Bag Hanging Toiletry Bag with Separate Compartments for Dry and Wet Travel Items, Purple",,,
B09FLZP7G3,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,Travel Accessory- Cosmetic Bag,Womens,"standardized_values:Beige, value:Retirement2",,Retired Makeup Bag Retirement Gifts for Women Coworker Boss Nurse Teacher Retirement Weekly Schedule Cosmetic Travel Bag Retired Bag (retirement2),,,
B09NZGRQSN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,HOLEMZ,,,,"standardized_values:Black, value:Black",,Travel Makeup Case Storage Make Up Tools Cosmetic Bags Black Waterproof Organizer with Compartments Detachable for Hairdressing Nail Art Accessories,,,
B09DL5BV3D,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,Travel Accessory- Cosmetic Bag,Womens,"standardized_values:Beige, value:Beige",,New Daughter-in-Law Gifts Funny Future Daughter in Law Cosmetic Bag Thank You for Being My Daughter-in-Law Wedding Gift Makeup Bag for Bride from Mother in Law,,,
B0952T1L39,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Arrontop,"Business, Travel",,Womens,"standardized_values:Grey, value:Grey",L,"Makeup Bag Small Make Up Bags for Women Mini Makeup Bags Cosmetic Make up Bag Toiletry Bag Organizer Cosmetic Bags for Purse Travel,Canvas Grey",,,
B00GSYI33S,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Urbanity,,,,"standardized_values:Silver, value:Silver",,Nail Technician Trolley Case by Urbanity Beauty Makeup Trolleys Lightweight Silver,,,
B09DSYY5WB,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,MEETOZ,,,,"standardized_values:D, value:D",,"MEETOZ Travel Accessories Women's Storage Bag For Underwear Clothes Lingerie Bra Organizer Cosmetic Pouch Suitcase Case,Great for traveling and organizing your wardrobe and baggage.",,,
B09WDDXL8W,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LEVLO,Party,Travel Accessory- Cosmetic Bag,unisex-adult,Slayer Tanjiro Tote,,"LEVLO Slayer Cosmetic Bag Tanjirou Anime Cosplay Gift Slayer Tanjiro Cartoon Make up Zipper Pouch Bag For Family Friend, Slayer Tanjiro Tote",,,
B07F1W648Y,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Luxja,,Luggage- Suitcase,girls,"standardized_values:Purple, value:Purple",Hold 30 Bottles(15ml),"LUXJA Nail Polish Carrying Case - Holds 30 Bottles (15ml - 0.5 fl.oz), Double-layer Organizer for Nail Polish and Manicure Set, Purple (Bag Only)",,,
B09SG6LW8J,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Relavel,,,,"standardized_values:Black, value:Black",L-Nylon,Relavel Makeup Bag Cosmetic Case Portable Travel Makeup Train Case Beauty Box Waterproof Makeup Organiser Cosmetic Artist Storage Bag for Women with Removable Compartment,,,
B09DKJSVSJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JTOUK,,,,"standardized_values:Beige, value:Beige",,Golfing Survival Kit Makeup Bag Golfing Gift Golf Accessories Gift for Mom Golfer Humor (Golfing Survival Makeup EU),,,
B086BQ1GRN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ADREAMLY,,,Women's,"standardized_values:Red, value:01_burgundy",L,"ADREAMLY Women's Casual Summer Short Sleeve V Neck Soild Color Loose Tops Basic Tee Shirts(Burgundy,Large)",,,
B07YFT9BFH,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Moyyo,"Business, Travel",,,Jack Russell Terrier Dog Sweetheart,One Size,Moyyo Russell Terrier Dog Heart Toiletry Bag Travel Wash Bag Organised Toiletry Bag Hanging Toiletry Bag Gym Camping Toiletry Bag Portable Cosmetic Organiser Bag for Women Girls Kids,,,
B09ZTLYCLR,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Adakieya,,,,"standardized_values:Black, value:Black",,"6 Trays Extra Large Makeup Box, Romantic Starry Sky Large Vanity Case, Large Makeup Case, Nail Polish Organiser Case, Make Up Box, Makeup Organiser Box, Make Up Case Lockable, Blak & Star Pattern",,,
B09NWDRH5C,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,"standardized_values:White, value:White",,"Canvas Zipper Bags, Cosmetic Bag, Makeup Pouches with Zip, Plain Pencil Pouch, Travel Toiletry Bag for Women & Girls, DIY Craft, Makeup Blank Bags (BlueZip), White",,,
B07VN7KNYS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,SaveThePeople,,,Women,"standardized_values:Black, value:Black",Large - 23x22.5x11cm,"Personalised Gifts - Rose Gold Name Custom Text Personalised Makeup Bags with Customized Name Makeup Bag (Black, Large - 23x22.5x11cm)",,,
B09DGNB6VJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JTOUK,,,,"standardized_values:Beige, value:Beige",,Friends Horror Halloween Zipper Pouch Michael Myers Jason Horror Movies Scary Killers Squad Gift Makeup Bag for Women (Friends Killer Makeup EU),,,
B07PXG977Y,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Vagabond Bags,,,,"standardized_values:Multicolour, value:Multi Dot",25 cm,"Vagabond Bags Dot to Dot Large Cosmetic Bag Toiletry Bag, 25 cm, Multi Dot",,,
B08LPSLZVV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,KSIBNW,,,,"standardized_values:Grey, value:Gray",25*16.5*6.5CM,KSIBNIW 3 in 1 Portable Makeup Bag Waterproof Travel Toiletry Bag with Carry Pouch Zipped Cosmetic Makeup Organizer Case for Women and Girls(Gray),,,
B07XQ1CZCC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JunNeng,,,,A Strawberry,1 Count (Pack of 1),"JunNeng Cute Cartoon Cosmetic Bag, Transparent Makeup Bag for Women Girls, Toiletry Organiser Pouch Clear Travel Storage Bag Makeup Brushes Kit Bag Pen Bag Pencil Case,Strawberry",,,
B07CFQHFWL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ANRUI,Travel,Travel Accessory- Toiletry Kit,,"standardized_values:Blue, value:Blue",,ANRUI Clear Toiletry Bag TSA Approved Travel Carry On Airport Airline Compliant Bag Quart Sized 3-1-1 Kit Travel Luggage Pouch 3 Pack - Blue,,,
B09334YXZQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Yonars,"Business, Travel",,,"standardized_values:Black, value:Black",L,"Hanging Toiletry Bag, Make Up Bag for Women, 4 in 1 Cosmetic Bag, Waterproof, Super Durable Fabric, Foldable Perfect for Travel, Large Hanging Toiletry Wash Bag",,,
B09JJSQG78,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,"standardized_values:off-white, value:Off White",,True Crime Gift Makeup Bag for Women Cosmetic Bag True Crime Fan Gift True Crime Podcast Lovers Gifts Horror Quotes Gift Hallowen Day Gift True Crime Lovers Gift Travel Pouch Funny Serial Killer Gift,,,
B09W4LWP8X,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Gevody,"Business, Travel",Travel Accessory- Cosmetic Bag,Womens,"standardized_values:off-white, value:Off White",,"Gevody 40th Birthday Gifts for Women Her Funny Makeup Bag 40 Years Old Mom Wife Sister Friend Colleague Coworker Cosmetic Bags 1982 Forty Gift Travel Pouch, Off White",,,
B0797W7Z1B,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Hiros,,,,W and B,,"Ohana Means Family Lilo And Stitch themed Pencil Case-make up case,back to school gift,Gift for child,Travel Wash Bag,Cosmetics Pouch Organizer Toiletry Purse Wallet.Christmas custom Gift case",,,
B088T5KY8C,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Relavel,,Travel Accessory- Cosmetics Case,Women,Leopard Print,S,"Relavel Makeup Case, Small Travel Cosmetic Brush Storage Cosmetic Bag, Suitable for Ladies Fashion Items, with Adjustable Partition, Easy to Carry (Leopard)",,,
B07X23XW2N,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Yaheetech,,,,"standardized_values:Black, value:All Black",1 Count (Pack of 1),Yaheetech 4-in-1 Aluminum Cosmetic Case Professional Makeup Case Organiser Beauty Rollling Trolley Box Black,,,
B09J4R5W1F,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Imirootree,,,all,"standardized_values:Black, value:Black",75ml,"75ML Empty Deodorant Containers Lip Balm Tube DIY Empty Plastic Frosted Black Twist-up Refillable Travel Round Deodorant Tubes (6-Pack, Frosted Black)",,,
B09J24YS47,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,NEWHEY,Travel,,,"standardized_values:Blue, value:Navy Blue",,NEWHEY Toiletry Wash Bag for Men Women Travel Hanging Toiletry Bag Waterproof Make up Bag Cosmetic Suitable for Home Storage Travel Sports Navy Blue,,,
B094QL1QY7,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Yalbdopo,,,,10ml * 20pcs,10ML,"Yalbdopo 20 Pieces 10ml / 10g Empty Purple Cosmetic Pots with 3 Mini Spatula & 24 Labels, Plastic Refillable Travel Sample Container Jars with Lids & Inner Liners for Makeup Creams Lotion Beauty Nail",,,
B0943DTKT4,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Wtinfer,"Business, Travel",,,"standardized_values:Bronze, value:D",M,Toiletry Bag Large Capacity Solid Color Waterproof Wash Bag Makeup Cosmetic Organizer for Women Girls Kids Convenient Travel Bag (D),,,
