ASIN,Date,User ID,MP,product_type,item_classification,brand,occasion,item_type_name,department,color,size,item_name,TRP 1,Comments,seller_data
B09WTTRNDV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FINDING CASE,"Business, Travel",,,Gold T,iPad 2/3/4,"26 Letter Printed Zip Canvas Pouch Makeup Bag Make Up Bag, Cosmetic Travel Bag,Toiletry Bag,Organizer Bags,Toiletry Bags, bride Bridesmaid bag,Pencil bag,Wash Bag,Coin Purse (gold T)",,,
B0B3T5G7H2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,559_no7,,21st Birthday Gifts for Women Makeup Bag 21 Year Old Birthday Gifts Cosmetic Bag Happy Birthday Gift for Best Friend Sister Daughter Niece Granddaughter Graduation Christmas Gift Travel Cosmetic Pouch,,,
B0B1DHPP98,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JessLab,,,,"standardized_values:Transparent, value:Transparent",,"JessLab Drawer Organizer, 3-Compartment Acrylic Makeup Organizer Cosmetic Storage Jewelry Display for Desk Wardrobe Bathroom Vanity Countertop, Transparent",,,
B0B68QGJLQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Chagoo,,bag,,Double-layer Pink,/,"Large-Capacity Travel Cosmetic Bag, Toiletry Bag for Girls Traveling with Handle and Divider (Double-Layer Pink)",,,
B09SHV5P2B,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WZMPA,,Travel Accessory- Cosmetic Bag,unisex-adult,Honey I Know,,"WZMPA Prince Rain Cosmetic Makeup Bag Song Lyrics Inspired Gift Honey I Know I Know I Know Times Are Changing Makeup Zipper Pouch Bag For Women Girls, Honey I Know",,,
B09WYFRMKR,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FINDING CASE,"Business, Travel",,,Pink Flower G,iPad 2/3/4,"26 Letter Printed Zip Canvas Pouch Makeup Bag Make Up Bag, Cosmetic Travel Bag,Toiletry Bag,Organizer Bags,Toiletry Bags, Bride Bridesmaid Bag,Pencil Bag,Wash Bag,Coin Purse (Pink Flower G)",,,
B09NLKKH9Y,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Trintion,,,,"standardized_values:Black, value:Black",17.5*15*15cm,Trintion Makeup Box Lockable Cosmetic Organizer Box Large-Capacity Beauty Jewelry Case for Cosmetic Storage (Black),,,
B071VD3NKB,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Clotty,Travel,Travel Accessory- Cosmetic Bag,Unisex-Adults,"standardized_values:Blue, value:Blue Flowers",,Hanging Toiletry Bag Portable Overnight Wash Bag Cosmetic Organizer for Women and Kids with Multi Pockets(Blue Flowers),,,
B09SCSHHGP,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,Travel,,,Nacho Average Camper Bag,,Funny Camper Cosmetic Bag Camping Travel Zipper Bag Nacho Average Camper Makeup Bag Happy Camper Gift (Nacho Average Camper Bag),,,
B09J2GZT97,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FUNYSO,,,Womens,"standardized_values:white, value:White",Total Poser UK,Funny Belova Inspired Gift Total Poser Zipper Pouch Makeup Bag for Fans (Total Poser UK),,,
B09Q8RDX95,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BNQL,,,,Ice Skating Black Bag,,Skating Gifts Skating Team Gifts Skating Pouch Makeup Bag Cosmetic Ice Skating Gift for Her Skate Lover Gift Travel Bag Zipper Storage Organizer (ice Skating black bag),,,
B07FKXVVBP,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,YMero,Travel,,,Lipstick,One Size,Waterproof Travel Bag Large Capacity Beautician Organizer Cosmetic Bags Portable Quick Pack,,,
B0B6F8VJJ6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,"standardized_values:Brown, value:Brown",L,"Large Capacity Travel Cosmetic Bag, Portable Toiletry Bag Organizer Water-Resistant Travel Multi Layer Makeup Bag with Handle and Divider, Multifunction Toiletry Bags for Women Girls (Brown)",,,
B09RQ2Q8V2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Poeticcity,,,,Multi 12,7.5\x 3.15\x 4.5\,"Bee Gnomes with Spring Summer Sunflowers Daisy Flowers on White Two Zipper Women Makeup Bag, Cosmetic Toiletry Storage Case Portable Coin Purse, Large Pouch Organizer Holder for Ladies Girls",,,
B0B5TTW2DR,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,PXTIDY,,,Womens,"standardized_values:Black, value:Black",,PXTIDY Theatre Life Makeup Bag Drama Theater Gifts Comedy Tragedy Mask Theatre Drama Makeup Bag Drama Actor Actress Gifts Cosmetic Pouch Broadway Musical Drama Teacher Graduates Gift (Black),,,
B09XK9PDV6,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,"standardized_values:Yellow, value:Black, Purple, Yellow",,"Ankara African Print Flat Make Up Purse (Black, Purple, Yellow)",,,
B0B74C8D7W,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,DirkFigge,,Travel Accessory- Cosmetics Case,Women's,"standardized_values:Black, value:Black",,"DirkFigge Silicone Makeup Brush Holder, Trendy Silicon Makeup Brush Travel Case Waterproof Wash Bag Portable Toiletry Bag Girl's Gift Sleek Cosmetic Organizer for Foundation, Contour Brush",,,
B09B42RDJP,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Friend,,Travel Accessory- Cosmetic Bag,unisex-adult,"standardized_values:Multicolour, value:Multicolor",,Sanrio Hello Kitty Accessories Cosmetic Flat vinyl pouch Zipper Case Bag 20��14.5cm (Summer),,,
B09YCD3262,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,,,,,������,,Teach Love Inspire Makeup Bag School Teacher Gift Best Teacher Gift Teacher Appreciation Gift (Teach Love),,,
B0B5KKN8BN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,DMQ,,,,"standardized_values:Pink, value:Pink",,"Travel Containers for Toiletries, 11 PCS Leak Proof Refillable Squeezable Containers Set,Travel Size Toiletries with Clear Toiletries Bag, Travel Accessories for Travel or Cosmetic",,,
B08RHNHRQ1,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Joligrace,,,Womens,"standardized_values:Pink, value:Pink",M,Small Makeup Case Cosmetics Box Vanity Case Jewellery Storage Cases Makeup case,,,
B076FHM5ST,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Depesche,,Princess Mimi Beauty Set,,"standardized_values:multicolour, value:Multicoloured",,Depesche 6637 Beauty Set Princess Mimi,,,
B09XV7HB3D,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,SouiWuzi,Travel,,,"standardized_values:Sky-blue, value:Sky-blue",standard,"Portable Mesh Toiletry Tote Bag Lightweight Shower Gym Bag Large Capacity Travel Organizer - Sky Blue,Toiletry Tote Bag",,,
B092Q76GVM,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TropicalLife,,Travel Accessory- Cosmetic Bag,Womens,Paisley,23*16*17cm,Large Capacity Makeup Bag Organiser Tribal Colorful Paisley Flower Travel Portable Cosmetic Case Toiletry Storage Bag Wash Bag for Women Girls,,,
B0B5DTMYBK,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Xuniea,,Softball Cosmetic Bag sports cosmetic bag,Unisex,"standardized_values:white, value:White",,12 Pieces Baseball Print Makeup Bags Sport Cosmetic Bag Portable Washable Baseball Makeup Bags for Women Toiletry Bag Makeup Pouch Case Organizer with Zipper for Girls Team Player Gift,,,
B07VM7JWFP,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,SaveThePeople,,,Women,"standardized_values:Beige, value:Natural",Small - 13.5x12x6cm,"Personalised Gifts - Leopard Print Initial Letter Personalised Makeup Bags with Customized Name Makeup Bag (Natural, Small - 13.5x12x6cm)",,,
B071CMRQ4J,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,volila,,,,"standardized_values:Multi-colour, value:Multi-colour",,"Travel Security Clear Liquid Bag for Airport Security and Cosmetics, Perfume, Deodorant or Aftershave (8 Pack)",,,
B0B3XGP516,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TropicalLife,,Travel Accessory- Cosmetic Bag,Unisex,Hummingbird,23x10x47cm,Hummingbird Tropical Flower Retro Hanging Toiletry Bag Travel Wash Bag Portable Makeup Cosmetic Organizer Waterproof Shower Bag for Women Girl,,,
B003EYSIBC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,The Bridge,,,,"standardized_values:Brown, value:Braun",,The Bridge Toiletry Bag 09105001-14 Brown,,,
B07ZZ1P76X,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Nanxin,,,,"standardized_values:Black, value:Black",M,"Nanxin Black Hard EVA Pen Case, Pencil Case, Pencil Holder, Touch Pen Case for Apple Pencil Executive Fountain Pen and Stylus Touch Pen",,,
B01HKZPMIW,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Urbanity,,,,"standardized_values:Black, value:Diamond Black",,Urbanity nail polish varnish bottle beauty cosmetic makeup case briefcase box black,,,
B0B6RH3YSC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,PURT,,,,"standardized_values:Pink, value:Pink",,Large-Capacity Travel Cosmetic Bag Leather Makeup Bag Waterproof Portable Cosmetic Bag Toiletry Bag for Skincare Cosmetics Toiletries With Handle and Divider (Pink),,,
B097F5C149,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,HAIYUU,,,Womens,"I Am Outta Here,a",M,"Retirement Present for Women,HAIYUU Canvas Travel Makeup Bag with Zipper for Best Friends Wife Mom Grandma Nurse Teachers Retirees Colleagues Funny Birthday Retired Cosmetic Bag",,,
B0915D798G,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Eidyer,,,,"standardized_values:Blue, value:Light Blue",6.5x2.75x4.52 inches,"Eidyer Cosmetic Bags, Portable Makeup Bag for Women, PU Leather Washable, for Purse Travel Beauty Zipper Organizer Bag (Light Blue)",,,
B09DL6GTRK,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,Travel Accessory- Cosmetic Bag,Womens,"standardized_values:Beige, value:Beige",,Autism Teacher Survival Kit Makeup Bag Autistic Teacher Gift Special Education Teacher Gift Teacher Bag Autistic Gift for SPED Teacher ABA Therapist,,,
B095RSXB2M,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LEVLO,,Travel Accessory- Cosmetic Bag,unisex-adult,She Believed Phlebotomist,She Believed Phlebotomist,"LEVLO Phlebotomist Cosmetic Make Up Bag Phlebotomy Gifts She Believed She Can Do It Phlebotomist Makeup Zipper Pouch Bag For Technician Hematologist Phlebotomist Nurse, She Believed Phlebotomist",,,
B0B28YDK25,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Kizirl,,,,B,,"Kizirl Small Makeup Bag Purse,Lambskin Pocket Cosmetic Pouch Waterproof Leather Squeeze No Zipper Self-Closing Shrapnel Portable Travel Makeup Pouch (B)",,,
B09DD6FGQ9,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ZHUYAO,,,,"standardized_values:Red, value:Red",,"ZHUYAO-My Hero Pencil Case, Anime Pencil Csaes for Girls/Boys Pen Cosmetic Case Cartoon Bag Wallet Student Stationery Makeup Organizer for Student Teen for Boy Girl Gifts",,,
B08JKKY77T,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,MemoryU,,Travel Accessory- Cosmetics Case,"unisex-child, boys, womens, girls, mens",G-white,,Fashion Pet Cremation Jewelry Stainess Steel Heart Keepsake Ashes Necklace Dog Cat Paw Memorial Urn Pendant(Gold-White),,,
B01AHCEKMY,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,EzPacking,,,womens,"standardized_values:Orange, value:Orange",One Size,Clear TSA Approved 3-1-1 Travel Toiletry Bag/Transparent See Through Organiser (Orange),,,
B07RM2GFBH,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Jinxuny,,,,"standardized_values:Blue, value:Blue",,Jinxuny Essential Oil Bag Double-Layer Essential Oil Carrying Case Empty Storage Bag Holder Portable Essential Oil Travel Bag Organizer Holds 10 Bottles of 5ml/10ml/15ml (Color : Blue),,,
B0B31BKCJZ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Pro-Noke,,,Womens,"standardized_values:Black, value:Black",One_Size,Hanging Travel Toiletry Bag Makeup Bag Portable Detachable Folding Cosmetic Bag Large Capacity 4 in 1 Organizer Bags for Cosmetics Brushes Toiletry Jewelry Accessories,,,
B08P2QXJG5,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TropicalLife,"Business, Travel",,,"standardized_values:Multicolour, value:Multicolour",,Animal Tiger Jungle Stripe Hanging Toiletry Bag Travel Wash Bag Organizer Foldable Cosmetic Makeup Bag for Women Girls Lady,,,
B085C87LDW,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TOPBATHY,Travel,,,Picture 4,18.5*15cm,TOPBATHY Portable Mesh Cosmetic Bag EVA Waterproof Makeup Bag Clear Toiletry Washing Pouch with Zipper for Travel Bathroom (White Square),,,
B0B39DMH3Q,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WZMPA,,Travel Accessory- Cosmetic Bag,unisex-adult,Peace Love Bowling,,"WZMPA Bowling Cosmetic Makeup Bag Bowling Lover Gifts Peace Love Bowling Ball Zipper Pouch For Women Girls, Peace Love Bowling",,,
B084MJQF6V,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Loungefly,,,,"standardized_values:Black, value:Black",,Disney by Loungefly Coin/Cosmetic Bag Kingdom Hearts Keys AOP,,,
B096VTGV67,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Demarkt,,,,"standardized_values:White Small Floral, value:White Small Floral",25*9.5*17cm,Demarkt Makeup Bag Hanging Toiletry Bag for Men and Women Travel Wash Bag Waterproof Cosmetic Bag Beauty Case Travel Pouch Bag.,,,
B09JG9TNDC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,geshiglobal,"Business, Travel",,,"standardized_values:Pink, value:Pink",,Travel Transparent Zipper Makeup Cosmetic Toiletry Storage Wash Bag Organizer,,,
B01MU9QQJ2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Houder,,,,"standardized_values:Purple, value:Orchids",,Designer Lipstick Case with Mirror for Purse by Houder - Decorative Lipstick Holder Makeup Case with Gift Box - Pretty Designs - Velvet Lined - Protect Your Lipsticks in Style (Orchids),,,
B0B28ZG15F,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Kizirl,,,,A,,"Kizirl Small Makeup Bag Purse,Lambskin Pocket Cosmetic Pouch Waterproof Leather Squeeze No Zipper Self-Closing Shrapnel Portable Travel Makeup Pouch (A)",,,
B09WHM85HQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WZMPA,,Travel Accessory- Cosmetic Bag,unisex-adult,Zodiac Animals,,"WZMPA Fruits Skep Zodiac Animals Anime Cosmetic Makeup Bag Yuki and Kyo Sohma Fans Gift Manga Cartoon Makeup Zipper Pouch Bag For Women Girls, Zodiac Animals",,,
B0B2LS74HH,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LALANG,,,Unisex,Light Coffee,48*38cm,LALANG Summer Straw Bag for Women Straw Braided Top-Handle Handbag Beach Sea Straw Tote Handbag,,,
B09KB5TY7N,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BNQL,,,,Thank You Pink Bag,,Thank You Gifts Make Up Bags Appreciation Gifts for Women Mentor Teacher Gifts Thank You Cosmetic Bag Gifts for Leader Boss Friends Coworkers (THANK YOU pink BAG),,,
B0B3XJJ9T2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TropicalLife,,Travel Accessory- Cosmetic Bag,Unisex,Vintage Flower,23x10x47cm,Vintage Floral Flower Bird Butterfly Hanging Toiletry Bag Travel Wash Bag Portable Makeup Cosmetic Organizer Waterproof Shower Bag for Women Girl,,,
B09J515KYQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LEVLO,Party,Travel Accessory- Cosmetic Bag,unisex-adult,"standardized_values:Black, value:Black",,"LEVLO Widow Movie Cosmetic Make Up Bag Widow Fans Inspired Gift You Are Braver Stronger Smarter Than You Think Black Widow Makeup Zipper Pouch Bag For Women Girls, Widow Tote",,,
B0B4D5M1T2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,,,"standardized_values:off-white, value:Off White",,Goddaughter Gifts Makeup Bag Inspirational Gift for Goddaughter Cosmetic Bag Confirmation Gift Christian Baptism Gift Christmas Birthday Graduation Gift for Goddaughter from Godmother Make Up Bag,,,
B0845CV4RK,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,CYP BRANDS,,Luggage- Kids' Luggage,,"standardized_values:Green, value:Green",,Superzings Neoprene Bag,,,
B0B6PRZN8Y,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ZUICC,,,,"standardized_values:Pink, value:Pink",,"2022 New Large-Capacity Travel Cosmetic Bag,Leather Cosmetic Bag,Toiletry Bag Organizer, Water-Resistant Travel Double Layer Makeup Bag with Brushes Slots and Dividers (Pink)",,,
B08L2GW2CM,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ONISM,Travel,,,"standardized_values:Yellow, value:Yellow",L,"ONISM Design Toiletry Bag | Hanging Toiletry Bag with Hook and Handle for Women, Men and Children | Cosmetic Bag, Wash Bag, Foldable, Large, Lightweight for Suitcases",,,
B01MU9QT1L,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Houder,,,,"standardized_values:Purple, value:Tropical Flowers",,Houder Designer Lipstick Case with Mirror for Purse - Decorative Lipstick Holder with Gift Box - Velvet Lined - Protect Your Lipsticks in Style (Tropical Flowers),,,
B01K1V5TVW,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Dopobo,"Business, Travel",,,"standardized_values:Green, value:Army Green",,"Dopobo Travelling Toiletry Bag Portable Hanging Water-Resistant Wash Bag for Travelling, Business Trip, Camping (Deep Green/A)",,,
B08QLFJZJN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mossio,"Business, Travel",Travel Accessory- Toiletry Kit,Unisex,"standardized_values:Blue, value:Light Blue",One Size,"Toiletry Travel Bag,Mossio Classic TSA Approved Luggage Organizer with Metal Hook Light Blue",,,
B08724MF27,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ALAZA,,,Unisex-Adults,"standardized_values:Black, value:Leopard 069",23x17x16cm,"Large Makeup Bag with Compartments, Leopard Fur with Lace Travel Cosmetic Case Toiletry Organiser Storage with Handle for Teenage Girls Women Ladies",,,
B0B2W8Z4Z2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Narwey,,Travel Accessory- Toiletry Kit,Women's,"standardized_values:Blue, value:Greyish Blue",,Large Hanging Toiletry Bag Travel Makeup Bag Cosmetic Organizer for Women and Girls (Greyish Blue),,,
B0B3T5FFC8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Mikela,,Travel Accessory- Cosmetic Bag,Womens,557_no1,,Hair Stylist Gifts Hairdresser Gift Makeup Bag Thank You Gifts for Hairdresser Funny Hair Dresser Gift Cosmetic Bag Cosmetology Graduation Gift Hairdresser Appreciation Gift Christmas Birthday Gift,,,
B08ZSKNFP2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,BEGIN MAGIC,,,,"standardized_values:Black, value:Black",,Rownyeon Makeup Brush Bag Organizer Foldable Makeup Brush Artist Case Travel Brush Holder Portable Zipper Professional Handbag for Travel Home Gift(Only Bag),,,
B0B3TK9YQF,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,JNIAP,,,,Boston Terrier Bag,,Boston Terrier Makeup Bag Boston Terrier Lover Owner Gift If You Have Garden and Boston Terrier You Have Everything Bag (Boston Terrier Bag),,,
B09VBDNQPV,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,WZMPA,,Travel Accessory- Cosmetic Bag,unisex-adult,Have to Return,,"WZMPA Patrick Bateman Cosmetic Makeup Bag Psycho Movie Inspired Gift I Have To Return Some Vidoe Tapes Makeup Zipper Pouch Bag For Horrible Movie Fans, Have To Return",,,
B08C72SLDN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Reisenthel,,Luggage- Garment Bag,Unisex,"standardized_values:Multicolour, value:Zebra",,Reisenthel Vanity case-LR1032 Zebra One Size,,,
B09C4WMXW8,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Friend,,Travel Accessory- Cosmetic Bag,unisex-adult (novelty and luggage only),"standardized_values:Green, value:Green",About 3.74 (W) �� 5.31 (H) inch (9.5 �� 13.5 cm),"Crayon Shinchan Accessories Cosmetic Flat Polyurethane Die cut Mini Pouch Zipper Case Bag 9.5��13.5cm (Chocobi), About 3.74 (W) �� 5.31 (H) inch (9.5 �� 13.5 cm)",,,
B0B5B339YN,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,LORD CIG,,,,"standardized_values:White, value:White",,Air Flight Dispenser Portable Travel Bottles Liquid Containers Refillable Plastic Leak Proof Air Travel Size Empty Transparent Toiletries for Liquids Accessories Makeup Storage Cosmetic Products (8),,,
B0B6W4P327,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sovtay,,,,"standardized_values:Pink, value:Pink",,"large capacity travel cosmetic bag, travel makeup bag, Waterproof Portable Cosmetic Bag, Toiletry Bag (Pink)",,,
B0B4X1BTSL,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Donna May,,Travel Accessory- Cosmetic Bag,Women's,"standardized_values:Bronze, value:Bronze",One Size,"Donna May London | Bronze Signature Lay Flat Make Up Bag, Quick Drawstring Makeup Organiser, Travel Toiletry Bag, Vegan PU Leather Cosmetic Bag",,,
B0B51WD2VP,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,HADAVAKA,,,,"standardized_values:Pink, value:Pink",,"Leather Squeeze Coin Purse Pouch Change Holder for Men & Women Lambskin Pocket Cosmetic Bag, Earbud Case Storage Bag, Mini Cosmetic Bag (Pink)",,,
B09N99S39H,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,GILLX,,,Womens,"standardized_values:Black, value:Black",One Size,Makeup Bag Ladies Gillx Cosmetic Clutch Purse Make Up Bag Quality Cosmetic 2 in 1 Travel Multifunctional Designer Stylish Unique Pouch Bag Comes with A Dust Bag (Black),,,
B0995RJL1S,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Yebutt,,,Women's,"standardized_values:Pink, value:A",M,Leather Makeup Bag Cosmetic Case Travel Beauty Box Hairdressing Tools Organiser Box Women Make Up Waterproof Travel Bags,,,
B09J2BRTWJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Est.1935 Counselor-black Bag,,KEYCHIN Jason Gift Camp Crystal Lake Counselor Makeup Bag 80s Horror Movie Fandom Gift Camp Crystal Lake EST.1935 Counselor Survival Kit (EST.1935 Counselor-Black Bag),,,
B09PYJBSCS,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Changrongsheng,Travel,,,"standardized_values:Black, value:Black",,Mesh Shower Bag Quick Dry,,,
B09STYKWTW,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TropicalLife,"Business, Travel",,,"standardized_values:Multicolour, value:Multicolor",23*10*47cm,"Tiger Skin Toiletry Bag Cosmetic Bag Wash Bag,Animal Tiger Print Hanging Makeup Organizer Storage Bag Pouch with Hook for Women Girls Travel",,,
B0B3XM1CX2,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TropicalLife,,Travel Accessory- Cosmetic Bag,Unisex,Turtle,23x10x47cm,Sea Turtle Star Retro Map Hanging Toiletry Bag Travel Wash Bag Portable Makeup Cosmetic Organizer Waterproof Shower Bag for Women Girl,,,
B09M9QC3TB,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,DERCLIVE,,,Unisex,"standardized_values:Black, value:Black",,"DERCLIVE 24in Desktop Carrying Bag Soft Fleece Lining Case Monitor Dust Cover Protector with Handle Strap,Black/Dark Gray",,,
B09WQSLRKH,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,,,,Unisex,Twilight Loca Tote,,Twilight Saga Tote Bag Where The Hell Have You Been Loca Twilight Gift Jacob Black Twilight Gift Twilight Quote Tote Bag (Twilight Loca Tote),,,
B0973FC8WX,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Lay-n-Go,"Business, Travel",Travel Accessory- Cosmetic Bag,womens,"standardized_values:Green, value:Evergreen",20 inch,"Lay-n-Go Cosmo Drawstring Makeup Organizer Cosmetic & Toiletry Bag for Travel, and Daily Use with a Durable Patented Design, 20 inch, Evergreen",,,
B08GH3KS8H,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ALAZA,,,,A008,L,Rose Flowers with Gold Chains and Leopard Vanity Case Women Makeup Bags Storage Boxes Girls Beauty Large Travel Cosmetic Brush Bag Organizer Toiletry Wash Bag,,,
B09LM7NSLJ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Nesloonp,,,,"standardized_values:Pink, value:Pink",,Nesloonp Mickey Mouse Small Cosmetic Purse 2 PCS Mouse Ears Style Polka Dot Cosmetic Bag Portable Makeup Bag for Women PU Leather Washable Cosmetic Bag Zipper Organizer Bag,,,
B06ZYC4QCD,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,FRCOLOR,,,,"standardized_values:Silver, value:Silber",23 * 15 * 14cm,Frcolor Aluminium Makeup Cosmetics Vanity Case Cosmetic Box Organizer Container (Silver),,,
B09Z1WCBWQ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,TSOTMO,,,,U.pool Place,,Swimming Gift Swimming Pool Gift Zipper Pouch Summer Vacation Travel Bag Swimming Coach Player Gift Summer Gift for Swimming Lover (U.Pool Place),,,
B09W9FLWSX,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,bagsmart,,,,"standardized_values:Black, value:Black",,"Clear Toiletry Bag, BAGSMART 3 Pack TSA Approved Travel Toiletry Bag Carry on Travel Accessories Essential Bag Quart Size Bags Water Repellent Makeup Cosmetic Bag for Women, Black",,,
B09S37L8KD,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,ALAZA,,,Unisex-Adults,"standardized_values:Red, value:Leopard 123",23x17x16cm,"Makeup Bag for Women, Leopard Red Cosmetic Toiletry Makeup Organiser Storage Teenage Girl Lady Vanity Cases Travel Handle Pouch with Compartments",,,
B076H6NWDZ,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sophie Allport,,,,"standardized_values:Pink, value:Pink",,Sophie Allport Canvas Wash Bag - Flamingos Design,,,
B09D2T23DC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Generic,,,,Best Maw Ever Bag,,Grandma Gift Best Maw Ever Cosmetic Make Up Storage Bag Gift Best Gift Idea for Birthday Christmas (Best Maw Ever Bag),,,
B08M3Q6JBC,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Personalised Gifts Market,,,,"standardized_values:Black, value:Black",Small - 18.5 cm x 12 cm x 6 cm 1 Litre,Personalised Make Up Bag Any Name Birthday Present Mothers Day Custom Gift,,,
B0B6P15L2X,2022-08-08,padazhar,UK,COSMETIC_CASE,base_product,Sharharge,,,,Daisy Black,,"Makeup Bag Set, Travel Cosmetic Organizer��� with Zipper Toiletry Bags, for Women and Girls (Daisy Black)",,,
B09YYXSLSG,2022-08-08,padazhar,UK,COSMETIC_CASE,variation_parent,Kipling,,Purse,Women's,,,Kipling Women's Creativity L Purse,,,
